-3.938799999999999955e+02,4.135235583776700707e+01
-4.000199999999999818e+02,3.165655277084486130e+01
-3.814000000000000909e+02,4.552432805044394115e+01
-3.702900000000000205e+02,2.755916665406731170e+01
-3.848500000000000227e+02,2.825515685479192385e+01
-3.978700000000000614e+02,4.750607095706572380e+01
-3.627399999999999523e+02,4.214784032954074888e+01
-3.970899999999999750e+02,3.937975932435868742e+01
-3.922500000000000000e+02,4.081958271875534194e+01
-4.016499999999999773e+02,5.763182473444897624e+01
-3.848400000000000887e+02,3.869419135276580590e+01
