-4.008500000000000227e+02,1.659466112271765326e+01
-4.021399999999999295e+02,2.485004806612922224e+01
-3.817099999999999227e+02,3.429257937222048724e+01
-4.106900000000000546e+02,3.851589715082970145e+01
-3.991399999999999864e+02,3.509698309288472018e+01
-3.991699999999999591e+02,3.977581761154242912e+01
-4.158099999999999454e+02,2.128147081383344741e+01
-4.061200000000000045e+02,2.437575297982296973e+01
-3.974599999999999795e+02,2.665229612789337565e+01
-4.009300000000001205e+02,2.303610933585018472e+01
-4.029799999999999613e+02,2.584955619649137049e+01
